;;;;Translations;;;;;;Linking;;;;;;
;Definition;Personal data modified in such a way that direct reference to data subjects is eliminated.;ISO 5127:2017(en), 3.1.10.15;Persoonsgegevens die zodanig zijn gewijzigd dat zij geen directe verwijzing naar de betrokkenen meer bevatten.;Données personnelles modifiées de manière à supprimer toute référence directe aux sujets concernés (par ex. une personne, institution, etc.).;Personenbezogene Daten, die derart geändert wurden, dass nicht direkt auf die betroffenen Personen verwiesen werden kann.;Δεδομένα προσωπικού χαρακτήρα τροποποιημένα κατά τρόπο ώστε να αφαιρείται η άμεση αναφορά στα υποκείμενα των δεδομένων.;Dati personali modificati in modo tale da eliminare il riferimento diretto agli interessati.;Osebni podatki, spremenjeni tako, da ni mogoče identificirati posameznika, na katere se podatki nanašajo.;;;;;;;
auxiliary_data_5;PrefLabel;auxiliary data;;hulpgegevens;données auxiliaires;Hilfsdaten;βοηθητικά δεδομένα;dati ausiliari;spremljajoči podatki;;;;;;;http://data.loterre.fr/ark:/67375/TSO-MJRKBMDW-Q
;Definition;The term auxiliary data refers to data that provide contextual information regarding the experiment and its datasets but which are collected outside the context of the experiment conducted at the research facility, such as information about the sample images, provenance and preparation, data processing scripts, processing environment information such as software tools and versions used, etc.;Gotz, A., Perrin, J.-F., Fangohr, H., Salvat, D., Gliksohn, F., Markvardsen, A., McBirnie, A., Gonzalez-Beltran, A., Taylor, J., and Matthews, B. (2020). PaNOSC FAIR Research Data Policy framework (1.1). Zenodo. https://doi.org/10.5281/zenodo.3862701;De term hulpgegevens verwijst naar gegevens die contextuele informatie verschaffen over het experiment en de bijbehorende gegevensreeksen, maar die buiten de context van het in de onderzoeksfaciliteit uitgevoerde experiment worden verzameld, zoals informatie over de beelden van de monsters, herkomst en voorbereiding, scripts voor gegevensverwerking, informatie over de verwerkingsomgeving, zoals gebruikte software-instrumenten en -versies, enz.;"Le terme ""données auxiliaires"" désigne les données qui fournissent des informations contextuelles concernant une expérience et ses jeux de données, mais qui sont collectées en dehors du contexte de l'expérience menée dans le cadre de la recherche. Il s'agit par exemple d'informations sur les images, la provenance et la préparation de l'échantillon, les scripts ou syntaxes de traitement des données, les informations sur l'environnement de traitement telles que les outils logiciels et les versions utilisées, etc. ";Der Begriff Hilfsdaten bezieht sich auf Daten, die kontextbezogene Informationen über die Studie und seine Datensätze liefern, die aber ausserhalb der Forschungseinrichtung erhoben werden, beispielsweise Informationen über Musterbilder, Herkunft und Vorbereitung, Datenverarbeitungsskripte, Verarbeitungsumgebung, wie z. B. die verwendeten Programme und Versionen, usw.;Ο όρος βοηθητικά δεδομένα αναφέρεται σε δεδομένα που παρέχουν πληροφορίες σχετικά με το πείραμα και τα σύνολα δεδομένων του, τα οποία όμως συλλέγονται εκτός του πλαισίου του πειράματος που διεξάγεται στην ερευνητική εγκατάσταση, όπως πληροφορίες σχετικά με τα δείγματα των εικόνων, την προέλευση και την προετοιμασία, τα σενάρια επεξεργασίας δεδομένων, πληροφορίες σχετικά με το περιβάλλον επεξεργασίας, όπως τα εργαλεία λογισμικού και οι εκδόσεις που χρησιμοποιούνται, κ.λπ.;Il termine dati ausiliari si riferisce ai dati che forniscono informazioni contestuali riguardanti l'esperimento e i suoi set di dati, ma che sono raccolti al di fuori del contesto dell'esperimento condotto presso la struttura di ricerca, come le informazioni sulle immagini dei campioni, la provenienza e la preparazione, gli script di elaborazione dei dati, le informazioni sull'ambiente di elaborazione come gli strumenti software e le versioni utilizzate, ecc.;Izraz spremljajoči podatki se nanaša na podatke, ki zagotavljajo informacije o okoliščinah poskusa in podatkovnih sklopih, vendar so zbrani izven samega poskusa, ki se izvaja na raziskovalni napravi. Obsegajo informacije o slikah vzorcev, izvoru in pripravi, skripte za obdelavo podatkov, informacije o procesnem okolju, kot so uporabljena programska orodja in različice itd.;;;;;;;
available_data_6;PrefLabel;available data;;beschikbare gegevens;données disponibles;Hilfsdaten;διαθέσιμα δεδομένα;dati disponibili;razpoložljivi podatki;;;;;;;
;Definition;Data made available to a user, usually in the context of a study or paper.;;Gegevens die ter beschikking van een gebruiker worden gesteld, gewoonlijk in de context van een studie of een paper.;Données mises à la disposition d'utilisatrices et utilisateurs, généralement dans le cadre d'une étude ou d'un article.;Der Begriff Hilfsdaten bezieht sich auf Daten, die kontextbezogene Informationen über die Studie und seine Datensätze liefern, die aber ausserhalb der Forschungseinrichtung erhoben werden, beispielsweise Informationen über Musterbilder, Herkunft und Vorbereitung, Datenverarbeitungsskripte, Verarbeitungsumgebung, wie z. B. die verwendeten Programme und Versionen, usw.;Δεδομένα που τίθενται στη διάθεση ενός χρήστη, συνήθως στο πλαίσιο μιας μελέτης ή ενός εγγράφου/επιστημονικού άρθρου.;Dati messi a disposizione ad un utente, di solito nel contesto di uno studio o di un documento.;Podatki, ki so na voljo uporabniku, običajno v okviru raziskave ali poročila.;;;;;;;
big_data_7;PrefLabel;big data;;big data;big data;Big Data;μαζικά δεδομένα;big data ;velepodatki;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000251;;;;ISO/TR 24291:2021(en), 3.2;
;Definition;Extensive datasets — primarily in the data characteristics of volume, variety, velocity, and/or variability — that require a scalable technology for efficient storage, manipulation, management, and analysis.;ISO/TR 24291:2021(en), 3.2;omvangrijke datasets - voornamelijk met de gegevenskenmerken volume, verscheidenheid, snelheid en/of variabiliteit - die een schaalbare technologie vereisen voor efficiënte opslag, manipulatie, beheer en analyse.;Vastes jeux de données - principalement en termes de volume, variété, vélocité et/ou variabilité des données - qui nécessitent une technologie évolutive pour un stockage, une manipulation, une gestion et une analyse efficaces.;Umfangreiche Datensätze - vor allem in Bezug auf die Dateneigenschaften Volumen, Vielfalt, Geschwindigkeit und/oder Variabilität -, für die eine skalierbare Technologie zur effizienten Speicherung, Bearbeitung, Verwaltung und Analyse erforderlich ist.;Εκτεταμένα σύνολα δεδομένων - κυρίως όσον αφορά τα χαρακτηριστικά όγκου, ποικιλίας, ταχύτητας και/ή μεταβλητότητας των δεδομένων - που απαιτούν μια κλιμακούμενη τεχνολογία για αποτελεσματική αποθήκευση, χειρισμό, διαχείριση και ανάλυση.;Insiemi di dati estesi - principalmente nelle caratteristiche dei dati di volume, varietà, velocità, e/o variabilità - che richiedono una tecnologia scalabile per lo stoccaggio, la manipolazione, la gestione e l'analisi efficienti.;Obsežni nabori podatkov - zaznamovani z obsegom, raznolikostjo, hitrostjo in/ali spremenljivostjo podatkov - ki zahtevajo prilagodljivo tehnologijo za učinkovito shranjevanje, pripravo, ravnanje in analizo.;;;;;;;
collection_of_research_data_8;PrefLabel;collection of (research) data;;verzameling van (onderzoeks)gegevens;jeu de données (de recherche);Erhebung von (Forschungs-)Daten;συλλογή (ερευνητικών) δεδομένων;raccolta di dati (di ricerca);zbirka (raziskovalnih) podatkov;;;;;;;http://data.loterre.fr/ark:/67375/TSO-ZQ5PMX6N-7
;Definition;A dataset (collected in the context of research).;;Een dataset (verzameld in het kader van onderzoek).;Un jeu de données (recueillies dans le cadre d'une recherche).;Ein Datensatz (im Rahmen der Forschung erhoben).;Ένα σύνολο δεδομένων (που συλλέγεται στο πλαίσιο έρευνας).;Un dataset (raccolto nel contesto della ricerca).;Sklop podatkov (zbranih v okviru raziskave).;;;;;;;
content_data_9;PrefLabel;content data;;inhoudelijke gegevens;données de contenu;Inhaltsdaten;δεδομένα περιεχομένου;dati di contenuto;Vsebinski podatki;;;;;;;http://data.loterre.fr/ark:/67375/TSO-MJRKBMDW-Q
;Definition;Content data means any stored data in a digital format;;;;;;;;;;;;;;
contextual_data_10;PrefLabel;contextual data;;contextuele gegevens;données contextuelles;kontextbezogene Daten;συμφραζόμενα δεδομένα;dati contestuali;okoliški podatki;;;;;;;http://data.loterre.fr/ark:/67375/TSO-MJRKBMDW-Q
;Definition;Not directly identifiable data to provide information about an individual in combination with other information.;ISO 24100:2010(en), 3.4;Niet direct identificeerbare gegevens om in combinatie met andere informatie informatie over een persoon te verstrekken.;Données non directement identifiables qui fournissent des informations sur un individu en combinaison avec d'autres informations.;Nicht direkt identifizierbare Daten, die in Kombination mit anderen Angaben Informationen über eine Person liefern.;Μη άμεσα αναγνωρίσιμα δεδομένα για την παροχή πληροφοριών σχετικά με ένα άτομο σε συνδυασμό με άλλες πληροφορίες.;Dati non direttamente identificabili per fornire informazioni su un individuo in combinazione con altre informazioni.;Podatki, ki skupaj z drugimi informacijami iz okolice omogočajo neposredno identifikacijo posameznika.;;;;;;;
controlled_vocabulary_11;PrefLabel;controlled vocabulary;;gecontroleerde woordenschat;vocabulaire contrôlé;kontrolliertes Vokabular;ελεγχόμενο λεξιλόγιο;vocabolario controllato;kontrolirano besedišče;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000335;candidate;http://purl.org/spar/fabio/ControlledVocabulary;;ISO 24622-2:2019(en), 3.1.4;
;Definition;Set of values that can be used either to constrain the set of permissible values or to provide suggestions for applicable values in a given context.;ISO 24622-2:2019(en), 3.1.4;Reeks waarden die kunnen worden gebruikt om de reeks toelaatbare waarden in te perken of om suggesties te doen voor toepasselijke waarden in een bepaalde context.;Ensemble de termes qui peuvent être utilisés soit pour limiter l'ensemble des termes autorisés, soit pour fournir des suggestions de termes applicables dans un contexte donné.;Wertemenge, die entweder zur Einschränkung der Menge zulässiger Werte oder als Vorschlag für die in einem bestimmten Kontext anwendbaren Werte verwendet werden kann.;Σύνολο τιμών που μπορεί να χρησιμοποιηθεί είτε για τον περιορισμό του συνόλου των επιτρεπόμενων τιμών είτε για την παροχή προτάσεων για τις τιμές που μπορούν να εφαρμοστούν σε ένα δεδομένο πλαίσιο.;Insieme di valori che possono essere usati sia per vincolare l'insieme dei valori ammissibili sia per fornire suggerimenti sui valori applicabili in un dato contesto.;Nabor vrednosti, ki se lahko uporablja za omejevanje nabora dovoljenih vrednosti ali za ponujanje predlogov za vrednosti, ki se uporabljajo v določenem kontekstu.;;;;;;;
coretrustseal_certification_12;PrefLabel;CoreTrustSeal certification;;CoreTrustSeal certificering;Certification CoreTrustSeal;CoreTrustSeal-Zertifizierung;Πιστοποίηση CoreTrustSeal;Certificazione CoreTrustSeal;Certificiranje po CoreTrustSeal;;;;;;;
;Definition;CoreTrustSeal is a certification based on requirements established by the World Data Systems (WDS) and the Data Seal of Approval (DSA). They reflect the core characteristics of trustworthy data repositories.;Core Trust Seal, https://eidc.ac.uk/coretrustseal;CoreTrustSeal is een certificering die is gebaseerd op de eisen die zijn vastgesteld door World Data Systems (WDS) en de Data Seal of Approval (DSA). Zij weerspiegelen de belangrijkste kenmerken van betrouwbare gegevensopslagplaatsen.;CoreTrustSeal est une certification basée sur les exigences établies par World Data Systems (WDS) et Data Seal of Approval (DSA). Ces exigences reflètent les caractéristiques fondamentales pour un dépôt de données fiable.;CoreTrustSeal ist eine Zertifizierung basierend auf den Anforderungen des World Data Systems (WDS) und des Data Seal of Approval (DSA). Diese entsprechen den Kerneigenschaften eines vertrauenswürdigen Datenarchivs.;Το CoreTrustSeal είναι μια πιστοποίηση που βασίζεται στις απαιτήσεις που έχουν θεσπιστεί από το World Data Systems (WDS) και το Data Seal of Approval (DSA). Αντανακλούν τα βασικά χαρακτηριστικά των αξιόπιστων αποθετηρίων δεδομένων.;CoreTrustSeal è una certificazione basata sui requisiti stabiliti da World Data Systems (WDS) e dal Data Seal of Approval (DSA). Essi riflettono le caratteristiche chiave dei depositi di dati affidabili.;CoreTrustSeal je certifikat, ki temelji na poenotenih zahtevah, izhajajočih iz World Data Systems (WDS) in Data Seal of Approval (DSA). Te odražajo temeljne značilnosti zaupanja vrednih podatkovnih repozitorijev.;;;;;;;
data_abstraction_13;PrefLabel;data abstraction;;gegevensabstractie;abstraction de données;Datenabstraktion;αφαίρεση δεδομένων;astrazione dei dati ;podatkovna abstrakcija;;;;;;ISO/IEC/IEEE 24765:2017(en), 3.986;
;Definition;1. Process of extracting the essential characteristics of data by defining data types and their associated functional characteristics and disregarding representation details 2. result of the process in (1).;ISO/IEC/IEEE 24765:2017(en), 3.986;1. Proces waarbij de essentiële kenmerken van gegevens worden geëxtraheerd door gegevenstypen en de bijbehorende functionele kenmerken te definiëren en geen rekening te houden met representatiedetails 2. resultaat van het proces in (1).;1. Processus d'extraction des caractéristiques essentielles des données en définissant les types de données et leurs caractéristiques fonctionnelles associées et en ignorant les détails de représentation. 2. C'est aussi le résultat du processus décrit au point 1.;1. Extraktion der wesentlichen Datenmerkmale durch Definition der Datentypen und der zugehörigen funktionalen Merkmale ohne Berücksichtigung von Darstellungsdetails 2. Ergebnis des in (1.) beschriebenen Prozesses.;1. Διαδικασία εξαγωγής των βασικών χαρακτηριστικών των δεδομένων με τον ορισμό των τύπων δεδομένων και των συναφών λειτουργικών χαρακτηριστικών τους και αγνοώντας τις λεπτομέρειες αναπαράστασης 2. Αποτέλεσμα της διαδικασίας στο (1).;1. Processo di estrazione delle caratteristiche essenziali dei dati definendo i tipi di dati e le loro caratteristiche funzionali associate e trascurando i dettagli di rappresentazione 2. risultato del processo in (1).;1. Postopek pridobivanja bistvenih značilnosti podatkov z opredelitvijo podatkovnih tipov in z njimi povezanih funkcionalnih značilnosti ter brez upoštevanja načina pojavljanja 2. rezultat postopka iz (1).;;;;;;;
data_access_14;PrefLabel;data access;;gegevenstoegang ;accès aux données ;Datenzugriff;πρόσβαση σε δεδομένα;accesso ai dati;dostop do podatkov;;;;;;;
;AltLabel;access data;;toegang krijgen tot data;accéder aux données;auf Daten zugreifen;έχω πρόσβαση στα δεδομένα;accedere ai dati;dostopati do podatkov;;;;;;;
;Definition;Process that enables users to retrieve or read published data.;ISO 5127:2017(en), 3.1.11.17;Proces dat gebruikers in staat stelt gepubliceerde gegevens op te vragen of te lezen.;Processus qui permet aux utilisatrices et utilisateurs de récupérer ou de lire des données publiées.;Prozess, der es Benutzern ermöglicht, veröffentlichte Daten abzurufen oder zu lesen.;Διαδικασία που επιτρέπει στους χρήστες να ανακτούν ή να διαβάζουν δημοσιευμένα δεδομένα.;Processo che permette agli utenti di recuperare o leggere i dati pubblicati.;Postopek, ki uporabnikom omogoča pridobivanje ali pregledovanje objavljenih podatkov.;;;;;;;
data_accessibility_15;PrefLabel;data accessibility;;toegankelijkheid van gegevens;accessibilité des données;Datenzugänglichkeit;προσβασιμότητα δεδομένων;accessibilità dei dati;dostopnost podatkov;http://data.loterre.fr/ark:/67375/TSO-KHFX8870-5;;;http://ontology.ethereal.cz/irao/Accessibility;;;
;AltLabel;accessibility;;toegankelijkheid ;accessibilité ;Zugänglichkeit;προσβασιμότητα;accessibilità;dostopnost;;;;;;;
;Definition;FAIR principle encouraging to permanently stock data and metadata and simplify their access and/or download, by specifying access conditions (restricted or open access) and usage conditions (licence). A concrete way to address this principle is storing data in a deposit/warehouse ensuring their long term storage and making them accessible through a open protocol (e.g. HTTP) both by humans and machines.;"Translated from Loterre Open Science Thesaurus, ""accesible"", http://data.loterre.fr/ark:/67375/TSO-KHFX8870-5";Het FAIR-beginsel moedigt aan om gegevens en metadata permanent op te slaan en de toegang en/of download ervan te vereenvoudigen door de toegangsvoorwaarden (beperkte of open toegang) en de gebruiksvoorwaarden (licentie) te specificeren. Een concrete manier om dit beginsel toe te passen is gegevens op te slaan in een depot/magazijn, zodat ze langdurig kunnen worden bewaard en ze toegankelijk zijn via een open protocol (bv. HTTP), zowel voor mensen als voor machines.;Le principe FAIR encourage le stockage permanent des données et des métadonnées et la simplification de leur accès et/ou de leur téléchargement, en spécifiant les conditions d'accès (accès restreint ou ouvert) et les conditions d'utilisation (licence). Une façon concrète de répondre à ce principe est de stocker les données dans un dépôt/entrepôt garantissant leur conservation à long terme et de les rendre accessibles par un protocole ouvert (par exemple HTTP) à la fois par les humains et les machines.;Dieses FAIR-Prinzip fördert die dauerhafte Speicherung von Daten und Metadaten und erleichtert deren Zugang und/oder Download, und zwar durch die Festlegung von Zugangsbedingungen (beschränkter oder freier Zugang) und Nutzungsbedingungen (Lizenz). Konkret lässt sich dieser Grundsatz durch die Datenspeicherung in einem Archiv/Lager umsetzen, wodurch die langfristige Speicherung gewährleistet wird und der Zugang über ein offenes Protokoll (z. B. HTTP) sowohl für Menschen als auch für Maschinen möglich ist.;Η αρχή FAIR ενθαρρύνει τη μόνιμη αποθήκευση δεδομένων και μεταδεδομένων και την απλούστευση της πρόσβασης ή/και της καταφόρτωσής τους, καθορίζοντας τους όρους πρόσβασης (περιορισμένη ή ανοικτή πρόσβαση) και τους όρους χρήσης (άδεια χρήσης). Ένας συγκεκριμένος τρόπος για να τεθεί σε εφαρμογή η αρχή αυτή είναι η αποθήκευση των δεδομένων σε μια αποθήκη/αποθετήριο δεδομένων που διασφαλίζει τη μακροπρόθεσμη αποθήκευσή τους και την προσβασιμότητά τους μέσω ενός ανοικτού πρωτοκόλλου (π.χ. HTTP) τόσο από ανθρώπους όσο και από μηχανές.;Il principio FAIR incoraggia a conservare permanentemente i dati e i metadati e a semplificare il loro accesso e/o download, specificando le condizioni di accesso (accesso limitato o aperto) e le condizioni di utilizzo (licenza). Un modo concreto per implementare questo principio è l'immagazzinamento dei dati in un deposito/warehouse che garantisca la loro conservazione a lungo termine e li renda accessibili attraverso un protocollo aperto (ad esempio HTTP) sia per gli esseri umani che per le macchine.;Načelo FAIR, ki z opredelitvijo pogojev dostopa (omejen ali popolnoma odprt dostop) in pogojev uporabe (licence) spodbuja trajno hranjenje podatkov in metapodatkov ter poenostavlja dostop do podatkov in/ali prenos podatkov. Konkreten način za upoštevanje tega načela je shranjevanje podatkov v odložišču/podatkovnem arhivu, ki zagotavlja njihovo dolgoročno hrambo in dostop prek odprtega protokola (npr. HTTP) tako ljudem kot strojem.;;;;;;;
data_acquisition_16;PrefLabel;data acquisition;;data-acquisitie;acquisition de données;Datenerfassung;απόκτηση δεδομένων;acquisizione dei dati;pridobivanje podatkov;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000231;;;;ISO 15143-1:2010(en), 3.1.4;
;Definition;Process of collecting and entering data.;ISO 15143-1:2010(en), 3.1.4;Proces van verzamelen en invoeren van gegevens.;Processus de collecte et de saisie des données.;Prozess der Datenerfassung und -eingabe.;Διαδικασία συλλογής και εισαγωγής δεδομένων.;Processo di raccolta e inserimento dei dati.;Postopek zbiranja in vnosa podatkov.;;;;;;;
data_aggregation_17;PrefLabel;data aggregation;;samenvoeging van gegevens;agrégation de données;Datenaggregation;συγκέντρωση δεδομένων;aggregazione di dati;agregiranje podatkov;;;;;;;
;AltLabel;aggregate data;;data aggregeren;agréger les données;Daten zusammenfassen;συσσωρεύω δεδομένα;aggregare i dati;agregirati podatke;;;;;;;
;Definition;Process by which information is collected, manipulated, and expressed in summary form.;ISO/TR 12300:2014(en), 2.1.4;Proces waarbij informatie wordt verzameld, gemanipuleerd en uitgedrukt in een samengevatte vorm.;Processus par lequel l'information est collectée, manipulée et exprimée sous forme de résumé.;Dieser Vorgang umfasst das Sammeln, Verarbeiten und Zusammenfassen von Informationen.;Διαδικασία με την οποία οι πληροφορίες συλλέγονται, επεξεργάζονται και εκφράζονται σε συνοπτική μορφή.;Processo attraverso il quale le informazioni vengono raccolte, elaborate ed espresse in forma sintetica.;Proces, kjer se vsebina podatkov zbira, obdeluje ali prikazuje s povzemanjem.;;;;;;;
data_analysis_18;PrefLabel;data analysis;;gegevensanalyse;analyse des données;Datenanalyse;ανάλυση δεδομένων;analisi dei dati;analiza podatkov;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000352;;https://semanticscience.org/resource/SIO_001051.rdf;;ISO 5127:2017(en), 3.1.11.18;
;Definition;Data analysis is a process of inspecting, cleaning, transforming, and modeling data with the goal of highlighting useful information, suggesting conclusions, and supporting decision making.;https://semanticscience.org/resource/SIO_001051.rdf;Gegevensanalyse is een proces van inspectie, opschoning, transformatie en modellering van gegevens met het doel nuttige informatie aan het licht te brengen, conclusies te suggereren en de besluitvorming te ondersteunen.;L'analyse des données est un processus qui consiste à inspecter, nettoyer, transformer et modéliser les données dans le but de mettre en évidence les informations utiles, de suggérer des conclusions et de soutenir la prise de décision.;Die Datenanalyse umfasst die Überprüfung, Bereinigung, Umwandlung und Modellierung von Daten mit dem Ziel, nützliche Informationen hervorzuheben, Schlussfolgerungen zu ziehen und die Entscheidungsfindung zu unterstützen.;Η ανάλυση δεδομένων είναι μια διαδικασία επιθεώρησης, καθαρισμού, μετασχηματισμού και μοντελοποίησης δεδομένων με στόχο την ανάδειξη χρήσιμων πληροφοριών, την πρόταση συμπερασμάτων και την υποστήριξη της λήψης αποφάσεων.;L'analisi dei dati è un processo di ispezione, pulizia, trasformazione e modellazione dei dati con l'obiettivo di evidenziare informazioni utili, suggerire conclusioni e sostenere il processo decisionale.;Analiza podatkov je postopek pregledovanja, čiščenja, preoblikovanja in modeliranja podatkov s ciljem izluščenja uporabnih ugotovitev, oblikovanja sklepov in podpore odločanju.;;;;;;;
data_analyst_19;PrefLabel;data analyst;;data-analist ;analyste de données ;Datenanalytiker*in;αναλυτής δεδομένων ;analista di dati ;podatkovni analitik;;;;;;;
;Definition;A data analyst is a professional that works with data analysis.;;Een data-analist is een beroepsbeoefenaar die zich bezighoudt met gegevensanalyse.;Un ou une analyste de données travaille sur l'analyse des données.;Ein*e Datenanalyst*in ist eine Fachkraft, die sich mit der Datenanalyse beschäftigt.;Ο αναλυτής δεδομένων είναι ένας επαγγελματίας που ασχολείται με την ανάλυση δεδομένων.;Un analista di dati è un professionista che lavora con l'analisi dei dati.;Podatkovni analitik je strokovnjak, ki se ukvarja z analizo podatkov.;;;;;;;
data_archive_20;PrefLabel;data archive;;gegevensarchief;archive de données;Datenarchiv;αρχείο δεδομένων;archivio dati;arhiv podatkov;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000254;;;;;
;Definition;A data archive (also known as data repository) is a deposition database collecting primary data from data producers (scientists, machines, etc.) arisen from different sources (experiments, observations, simulations, etc.).;Adapted from Asmi, A., Cordewener, B., Goble, C. Castelli, D., Kühn, E., Pasian, F., Niccolucci, F., Glaves, H., Jeffery, K., Assante, M., Dovey, M., Manola, N., Juty, N., Blomberg, N., Jimenes, R., and Beckmann, V. (2017). D6.3: 1st Report on Data Interoperability: Findability and Interoperability (1.1). Zenodo. https://doi.org/10.5281/zenodo.3394145;Een gegevensarchief (ook gegevensopslagplaats genoemd) is een gegevensbank waarin primaire gegevens worden verzameld van gegevensproducenten (wetenschappers, machines, enz.), afkomstig uit verschillende bronnen (experimenten, waarnemingen, simulaties, enz.).;Une archive de données (aussi nommée référentiel de données) est un dépôt rassemblant les données primaires des productrices et producteurs de données (par exemple des scientifiques, des machines, etc.) provenant de différentes sources (comme des expériences, observations, simulations, etc.).;Ein Datenarchiv (auch Datenrepository oder Datenspeicher) ist eine Datenbank, die Primärdaten aus verschiedenen Quellen (Experimente, Beobachtungen, Simulationen usw.) bei Datenproduzent*innen (Forschende, Maschinen usw.) sammelt.;Ένα αρχείο δεδομένων (επίσης γνωστό ως αποθετήριο δεδομένων) είναι μια βάση δεδομένων που συγκεντρώνει πρωτογενή δεδομένα από παραγωγούς δεδομένων (επιστήμονες, μηχανές κ.λπ.) που προέρχονται από διάφορες πηγές (πειράματα, παρατηρήσεις, προσομοιώσεις κ.λπ.).;Un archivio di dati (noto anche come deposito di dati) è un database di deposito che raccoglie dati primari dai produttori di dati (scienziati, macchine, ecc.) provenienti da diverse fonti (esperimenti, osservazioni, simulazioni, ecc.).;Podatkovni arhiv oziroma podatkovno repozitorij je zbirka predanih podatkov, prevzetih s strani ustvarjalcev podatkov (znanstvenikov, naprav, itd.) iz različnih virov (poskusi, opazovanja, simulacije, itd.).;;;;;;;
data_archiving_21;PrefLabel;data archiving;;data-archivering;archivage de données;Datenarchivierung;αρχειοθέτηση δεδομένων;archiviazione dei dati;arhiviranje podatkov;;https://github.com/terms4fairskills/FAIRterminology/T4FS_0000534;;;;ISO 5127:2017(en), 3.1.11.19;
